Department Ref Number,Construction Activity (Y/N),County,Development Name,Address 1,Address 2,Planning Ref,Planning Date,Planning Expiry Date,Detached Units,Semi-detached Units,Terraced Units,Apartment Units,Duplex Units,Total All Units,Occupied Houses,Vacant Houses,Near Complete Active Houses,Near Complete Not Active Houses,Wall Plate Active Houses,Wall Plate Not Active Houses,DPC Active Houses,DPC Not Active Houses,Founds Active Houses,Founds Not Active Houses,No Start Houses,Planning Expired Houses,Occupied Apartments,Vacant Apartments,Near Complete Active Apartments,Near Complete Not Active Apartments,Wall Plate Active Apartments,Wall Plate Not Active Apartments,DPC Active Apartments,DPC Not Active Apartments,Founds Active Apartments,Founds Not Active Apartments,No Start Apartments,Plannig Expired Apt,Roads Complete,Road Base Complete,Roads None,Footpaths Complete,Footpaths Not Complete,Lighting Complete,Lighting Not Complete,Water Potable,Water Storm,Water Waste,No OS Areas In Planning Permission,OS Area Complete,OS Area Levelled,OS Area Untouched,Survey Date,Building Site Only,,Occupied Houses Impacted,Occupied Apartments Impacted
551,No,Cork County,Oakfield,Rathgoggin Middle,Charleville,Jun-52,21/02/2007,20/02/2011,28,112,26,6,0,172,21,0,0,0,0,0,0,17,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,21,0,21,0,21,21,21,5,4,0,1,18/07/2017,No,,0,0
566,No ,Cork County,Radharc Na Cille,Brittas,Glanthane,74049,16/08/2007,15/08/2012,10,55,0,0,0,65,0,0,0,11,0,0,0,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17/07/2017,Yes,1,0,0
579,yes,Cork County,SHANOWEN,CASTLELYONS RD,RATHCORMAC,34444,05/12/2003,04/12/2008,0,100,99,0,0,199,159,1,0,2,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,160,0,160,0,160,160,160,5,3,0,2,17/07/2017,No,,0,0
585,No,Cork County,The Beeches,Laharan East,Boherbue,47493,02/06/2005,01/06/2010,4,50,10,0,0,64,26,4,0,10,0,12,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,22,18,30,30,30,3,1,0,2,18/07/2017,No,,10,0
586,No,Cork County,The Gables,Dromina,Dromina,46078,06/01/2005,05/01/2010,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,0,5,5,5,5,1,0,0,1,18/07/2017,No,,3,0
591,No,Cork County,The Pastures,Love Lane,Charleville,45382,12/10/2004,11/10/2009,0,62,20,0,0,82,39,13,0,4,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52,0,52,0,52,52,52,2,1,1,0,18/07/2017,No,,4,0
594,No,Cork County,Ard an Bhaile,,Buttevant,47675,24/05/2005,23/05/2010,4,94,33,0,0,131,55,2,0,0,0,0,0,6,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,57,0,57,0,57,57,57,3,1,0,2,18/07/2017,No,,0,0
597,No ,Cork County,The Quarry,BALLYCASKIN,CARRIGNAVAR,Feb-33,15/07/2003,14/07/2008,0,2,8,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/07/2017,Yes,1,0,0
601,No,Cork County,Vicars Glebe,Coachford,Coachford,713376,29/04/2008,28/04/2013,15,54,0,0,0,69,0,2,0,12,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,2,2,1,1,0,0,16/07/2017,Yes,1,0,0
955,No,Cork County,CRANN ARD,PIKE RD,FERMOY,53120,12/09/2005,11/09/2010,0,40,92,0,0,132,81,0,0,0,0,0,0,0,0,11,0,40,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,81,0,81,0,81,81,81,10,7,0,3,17/07/2017,No,,10,0
1486,No,Cork County,Abbey Fort,Kinsale,Kinsale,0611830 & 12/4124,19/06/2007,18/06/2012,31,46,137,42,0,256,32,3,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,42,35,0,0,35,0,35,0,35,35,35,7,1,0,6,16/07/2017,No,,0,0
1909,No,Cork County,Cluain Reidh,Ballyvourney,Macroom,56890,26/05/2006,26/05/2011,6,30,10,0,0,46,7,12,0,10,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,19,10,19,19,19,1,1,0,0,16/07/2017,No,,7,0
1918,No ,Cork County,"Development under PP ref. 05/54039
",Killarney Road,Macroom,05/54039,07/12/2005,06/12/2010,4,4,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/07/2017,Yes,1,0,0
1920,No,Cork County,Ros Alainn,"Gortenroe, Millstreet Road",Macroom,"0554029, 0654037 & 0754049",24/04/2008,23/04/2013,12,46,15,0,0,73,48,8,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,0,53,0,53,53,53,5,3,0,2,16/07/2017,No,,19,0
1928,No,Cork County,Castle Park Village (Phase 2),St Josephs Road,Mallow,655035,02/01/2007,01/01/2012,8,60,40,0,0,108,12,0,0,0,0,0,0,12,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,12,12,12,3,0,0,3,18/07/2017,No,,0,0
1933,No,Cork County,Earlscourt,Churchtown,Mallow,613813,29/06/2007,28/06/2012,10,40,20,0,0,70,14,0,0,0,0,0,0,5,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14,0,14,14,14,2,1,0,1,18/07/2017,No,,8,0
1939,No,Cork County,Hazel brook,Ballyviniter,Mallow,75997,25/11/2007,24/11/2012,10,84,100,0,0,194,73,0,0,0,0,0,0,1,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,73,0,73,0,73,73,73,0,0,0,0,18/07/2017,No,,0,0
1943,No,Cork County,The Old Course,Ironmines,Mallow,45426,08/02/2005,07/02/2010,2,40,36,14,0,92,38,0,0,0,0,0,0,28,0,12,0,0,10,4,0,0,0,0,0,0,0,0,0,0,52,0,0,52,0,52,0,52,52,52,0,0,0,0,18/07/2017,No,,0,0
2112,No,Cork County,Lake View,Rostellan,Midleton,64694,19/06/2006,18/06/2011,0,6,4,0,0,10,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,7,7,7,0,0,0,0,17/07/2017,No,,0,0
2845,No,Cork County,THE ESTUARY,MAGNERS HILL,Youghal,558037,29/03/2006,28/03/2011,1,6,29,4,0,40,22,4,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,29,0,30,2,26,26,26,0,0,0,0,17/07/2017,No,,2,0
3006,No,Cork County,Pairc an Aonaigh,Killeagh Road,Mogeely,Dec-11,16/05/2012,15/05/2017,22,22,0,0,0,44,0,0,0,4,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,17/07/2017,Yes,1,0,0
3050,No,Cork County,CURRA GLEN,UPPER AGHADA,MIDLETON,Nov-35,28/04/2011,27/04/2016,0,4,8,2,0,14,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/07/2017,Yes,1,0,0
3053,No,Cork County,SLIABH ALAINN,BRIGOWN,MITCHLESTOWN,03/0281,13/06/2003,12/06/2008,20,18,15,0,0,53,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52,0,52,0,52,52,52,1,1,0,0,18/07/2017,No,,0,0
3054,No,Cork County,LUI NA GREINE,BALLINWILLIN,MITCHLESTOWN,Jan-69,30/12/2002,29/12/2007,4,22,9,0,0,35,33,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,35,0,33,33,33,1,1,0,0,18/07/2017,No,,0,0
3086,No,Cork County,Brook Hill,Balea Road,Carrigaline,"07/8225, 05/3089, 12/6153",23/08/2007,22/08/2012,109,0,0,2,0,111,0,4,0,0,0,0,0,0,0,13,0,92,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,3,0,0,3,16/07/2017,No ,,0,0
3087,No,Cork County,Mansfield House,Pembroke,Passage West,"08/4894, 07/10430, 06/4181, 13/4793",09/12/2008,08/12/2013,0,10,3,12,0,25,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,12,12,12,1,0,0,1,16/07/2017,No,,0,0
633,No,DLR,"Grand Central, South Central",,Sandyford,D05A/1159/E,26/07/2011,20/07/2016 [conditioned],0,0,0,899,0,899,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,480,0,0,0,0,0,0,419,0,0,419,0,419,0,419,419,419,4,2,0,2,31/08/2017,No,,0,200
612,No,DLR ,Aberdour,Stillorgan Road,Foxrock,D08A/0028 [Bond cond. D04A/0778],18/06/2008,18/06/2013 expired,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/08/2017,Yes,1,0,0
625,No,DLR ,Camberely  Demense,Churchtown Road,Churchtown,D06A/0359 [Bond cond. D04A/1511],15/06/2006,15/06/2011 expired,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,0,24,0,24,0,24,24,24,1,0,0,1,31/08/2017,Yes,1,0,0
627,No,DLR ,Carrickmines Manor,Glenamuck Road,Carrickmines,D02A/1061E1,05/06/2008,5/06/2013 expired,8,0,105,165,54,332,62,0,0,9,0,1,0,20,0,0,0,21,142,8,0,0,0,0,0,0,0,0,0,69,203,39,0,212,0,212,9,212,212,212,9,4,0,5,31/08/2017,"No
",,0,0
632,No,DLR ,Goldiwill,Church Road,Killiney,DO6A/0046 PL06D.220620,03/05/2007,3/05/2012 expired,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31/08/2017,Yes,1,0,0
62,Yes,Donegal,The Courtyard,Ballymacarry,Buncrana,05/90003,28/08/2006,27/08/2011,0,0,0,32,8,40,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,8,0,2,0,10,0,0,0,0,30,0,0,30,0,30,0,30,30,30,3,3,0,0,08/08/2017,No,,0,0
63,Yes,Donegal,"Crest of the Wave, The Causeway ",Magharacar,Bundoran,04/246,17/05/2004,16/10/2016,29,0,0,0,0,29,13,2,0,1,0,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,15,15,15,15,2,2,0,0,10/08/2017,No,,5,0
67,No,Donegal,Milner Properties,Single St. Finner,Bundoran,06/20372,31/07/2006,30/07/2011,4,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/08/2017,Yes,1,0,0
666,No,Donegal,1-4 Magheraclogher,Magheraclogher,Bunbeg,Apr-42,29/06/2004,27/06/2016,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,09/08/2017,Yes,1,0,0
667,No,Donegal,An Gallan,"Townparks, Letterkenny Rd.",Convoy,05/60248,11/07/2006,11/07/2016,1,22,0,0,0,23,1,6,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,7,7,7,3,3,0,0,09/08/2017,No,,1,0
669,No,Donegal,An Mullan,Kildrum Upper,"Killea, Carrigans",07/71612,11/04/2008,10/04/2013,22,12,0,0,0,34,0,0,0,0,0,0,0,0,0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,2,2,2,0,0,2,08/08/2017,Yes,1,0,0
673,No,Donegal,Ard Na Greine,Ardara Road,Ardara,May-50,19/09/2005,18/09/2010,9,64,0,0,0,73,37,2,0,10,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,0,39,0,39,39,39,3,2,0,1,10/08/2017,No,,2,0
678,No,Donegal,Bridge View,Station Road,Lifford,"05/6043, 06/40611","13/05/05, 07/11/06",16/06/2010,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,16,0,0,0,0,0,16,0,16,0,16,0,16,16,16,1,0,1,0,08/08/2017,No,,0,0
686,No,Donegal,Gerard?s Way,"Churchland, Malin Road",Carndonagh,May-14,24/06/2005,23/06/2017,2,20,0,0,0,22,12,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,20,20,20,1,0,0,1,08/08/2017,No,,12,0
691,No,Donegal,Cluain Arden,Rockhill,Portnablagh,07/30146,09/05/2007,08/05/2012,0,2,4,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,6,6,1,0,0,1,09/08/2017,Yes,1,0,0
693,No,Donegal,Cluain na Fine,Navenny Lower,Ballybofey,05/60089,02/10/2006,01/10/2016,5,12,0,0,0,17,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,09/08/2017,Yes,1,0,0
696,No,Donegal,Corran Binne,Horn Head Rd.,Dunfanaghy,Mar-60,23/02/2004,20/02/2018,7,0,0,0,0,7,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,2,2,0,0,0,0,09/08/2017,No,,0,0
701,Yes,Donegal,Cuirt na Ri,Old Laghy Rd.,Donegal Town,07/21308,25/03/2008,24/03/2013,2,14,6,0,0,22,5,8,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,9,9,9,2,0,0,2,10/08/2017,No,,0,0
712,No,Donegal,Development under PP ref. 02/147,Keenaghan,Kilcar,02/147,07/05/2002,06/05/2007,0,16,0,0,0,16,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,14,14,14,14,2,0,0,2,10/08/2017,No,,11,0
713,No,Donegal,Gannew & Curreen rd,Gannew & Curreen rd,Glencolmcille,06/20193,14/08/2006,13/08/2011,0,6,0,0,0,6,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10/08/2017,Yes,1,0,0
716,No,Donegal,Glen Ea,Gortnamucklagh,Glenties,06/31487,09/05/2007,08/05/2017,11,18,0,0,0,29,0,0,0,7,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,10/08/2017,Yes,1,0,0
726,No,Donegal,Manorcunningham,Drein,Manorcunningham,06/40151,20/06/2006,19/06/2011,6,12,0,0,0,18,4,1,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,7,7,7,7,2,1,0,1,08/08/2017,No,,0,0
728,No,Donegal,Monreagh,Monreagh,Burnfoot,06/71281,16/10/2006,12/05/2010,13,38,0,0,0,51,3,4,0,5,0,0,0,0,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,1,1,0,0,08/08/2017,No,,3,0
732,No,Donegal,New Park Gardens,Ballynally,Moville,Mar-49,08/12/2003,14/01/2014,9,16,0,0,0,25,16,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,0,25,25,25,2,1,0,1,08/08/2017,No,,0,0
740,No,Donegal,Radharc an Chuain,Ballyboe,Ramelton,Mar-62,21/05/2007,07/11/2016,22,38,0,0,0,60,12,3,0,17,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,0,20,28,28,28,2,2,0,0,09/08/2017,No,,3,0
744,No,Donegal,"Development under PP ref. 00/2713
",Radharc na Tra,Falcarragh,00/2713,10/11/2003,09/11/2016,26,20,0,0,0,46,9,1,0,0,0,0,0,0,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,8,8,8,8,4,0,0,4,09/08/2017,No,,9,0
756,No,Donegal,Foyle View,Carrigans,Donegal,05/70889,23/03/2006,22/03/2016,29,18,0,0,0,47,31,4,0,5,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,35,0,35,35,35,1,1,0,0,10/08/2017,No,,1,0
1652,No,Donegal,Amalfi Court,Lisnenan,Letterkenny,Mar-61,22/06/2004,21/06/2009,1,38,12,0,0,51,22,0,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,22,22,22,13,3,0,10,09/08/2017,No,,6,0
1654,No,Donegal,An Gleann Rua,Killylastin,Letterkenny,06/50142,30/10/2006,29/10/2011,6,74,16,0,0,96,65,7,0,5,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,69,8,69,8,69,8,77,77,77,8,2,0,6,09/08/2017,No,,1,0
1660,No,Donegal,Cruach Na Cille,Ballyraine,Letterkenny,"04/180, 08/80035",10/05/2005,09/01/2011,0,12,25,0,0,37,23,0,0,0,0,0,0,2,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,25,0,25,0,25,25,25,1,1,0,0,09/08/2017,No,,8,0
1662,No,Donegal,Gort na Greine,Carnamogagh Upper,Letterkenny,05/40222,20/06/2006,19/06/2016,1,60,0,36,0,97,36,3,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,36,0,39,0,39,0,39,0,39,39,39,5,2,0,3,09/08/2017,No,,8,0
1667,No,Donegal,Urlann Glas,Lisnennan,Letterkenny,05/40065,01/04/2006,03/01/2016,45,70,0,0,0,115,0,2,0,8,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,8,8,8,4,0,0,4,09/08/2017,Yes,1,0,0
3067,No,Donegal,St. Johnston,Altaskin,St. Johnston,Mar-38,19/11/2003,18/11/2010,2,56,0,0,0,58,0,0,0,0,0,4,0,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/08/2017,Yes,1,0,0
825,No,Dublin City,Site at and to the rear of 21 and 29 Richmond Avenue and site to side of 31 Richmond Avenue,21& 29 Richmond Rd,"Fairview, D3",2575/03/X1,12/11/2003,11/11/2011,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/08/2017,Yes,1,0,0
831,No,Dublin City,Meg Dillon House,North Circular Road,Dublin,3633/06,18/09/2006,17/09/2011,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/08/2017,Yes,1,0,0
833,No,Dublin City,Milners Square,Shanowen Road,Santry,605804,19/09/2005,18/09/2013,0,0,0,232,32,264,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,22,0,0,0,0,0,113,129,0,0,129,0,129,0,129,129,129,4,2,0,2,29/08/2017,Yes,1,0,0
1030,No,Fingal,Hayestown Close,Old Hayestown,Rush,F06A/1733,18/07/2007,,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,0,0,0,0,25/08/2017,Yes,1,1,0
1043,No,Fingal,Mayeston Hall,St Margarets,"Finglas, D11",F04A/1127,03/03/2005,,0,0,119,349,0,468,90,1,0,0,0,0,0,0,0,28,0,0,349,0,0,0,0,0,0,0,0,0,0,0,440,0,0,440,0,440,0,440,440,440,5,5,0,0,25/08/2017,No,,0,0
1057,No,Fingal,Oldtown Avenue,Fieldstown road,Oldtown,F06A/0748,31/10/2006,,15,0,0,0,0,15,4,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,5,0,5,5,5,0,0,0,0,25/08/2017,No,,4,0
1058,no,Fingal,Palmer Avenue- Phase 1,Palmer Road,Rush,F06A/0775/E1,26/10/2006,25/10/2013,4,16,11,27,0,58,25,0,0,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,40,0,40,0,40,0,40,40,40,1,0,0,1,25/08/2017,No,,2,0
1086,Yes,Fingal,The Gallery Phase 2,Turvey Walk,Donabate,F04A/1163/EI,31/03/2010,17/04/2016,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25/08/2017,Yes,1,0,0
1090,yes,Fingal,The Orchard,Chapel Lane,Garristown,F04A/1570,21/06/2005,,12,8,3,0,0,23,5,2,2,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13,0,13,13,13,1,1,0,0,25/08/2017,No,,3,0
1104,No,Fingal,Weston Park,Fieldstown road,Oldtown,F05A//E1,18/11/2005,01/09/2012,0,4,26,0,0,30,20,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,20,20,20,2,1,0,1,25/08/2017,No,,4,0
1119,Yes,Galway City,"Foinn Uisce, Phase 2",Doughiska Road,Galway  City,05/508,22/03/2006,21/03/2011,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,14,0,0,0,6,0,0,0,48,0,48,0,48,0,32,32,32,0,0,0,0,18/09/2017,No,,0,28
1127,No,Galway City,Sraith Fhada,DOUGHISKA,Merlin Park,04/865,15/07/2005,14/07/2010,0,0,0,126,8,134,0,0,0,0,0,0,0,0,0,0,0,0,43,25,0,0,0,0,0,0,0,18,0,48,0,18,0,18,0,18,0,18,18,18,3,2,1,0,18/09/2017,No,,0,4
2864,No,Galway City,Bothair Stiofan,Rahoon,Galway,"05/753, 06/485",,12/10/2011,8,0,0,0,0,8,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,18/09/2017,No,,2,0
48,Yes,Galway Co.,Lios Garbh,,Ballinasloe,05/065,25/01/2006,24/01/2011,5,20,11,0,0,36,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,30,0,30,30,30,2,2,0,0,18/09/2017,No,,2,0
1137,No,Galway Co.,Ard Na Speire,Moycullen Road,An Spideal,Apr-17,22/11/2004,21/11/2009,1,20,0,0,0,21,0,0,0,7,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,0,0,1,19/09/2017,Yes,1,0,0
1145,No,Galway Co.,Bun Na Coille,Mountain Road,Moycullen,Jun-13,25/10/2012,24/10/2017,4,72,13,0,0,89,11,1,0,3,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,16,16,16,4,2,0,2,19/09/2017,No,,5,0
1151,Yes,Galway Co.,Carrigweir,Weir Road,Tuam,Apr-12,01/08/2005,20/10/2007,25,82,7,24,0,138,60,13,10,0,0,0,18,0,0,0,0,13,13,11,0,0,0,0,0,0,0,0,0,0,26,46,3,75,0,75,0,75,75,75,4,2,1,1,18/09/2017,No,,0,0
1164,No,Galway Co.,Corr An Tochair,Dunmore Road,Williamstown,24716,03/08/2007,09/11/2008,22,4,0,0,0,26,3,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,3,1,0,2,18/09/2017,No,,0,0
1165,Yes,Galway Co.,Cottage Hill ,Athenry Rd,Loughrea,May-16,11/09/2006,10/09/2011,2,32,12,0,0,46,13,11,10,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,46,0,0,0,0,0,0,3,0,3,0,19/09/2017,Yes,1,0,0
1171,No,Galway Co.,Cuirt na hAbhann,Oranmore Road,Claregalway,"04/5247, 10/1414",23/11/2010,22/11/2015,0,36,15,0,0,51,17,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,36,0,36,0,36,36,36,3,0,0,3,19/09/2017,No,,2,0
1172,No,Galway Co.,Cul Na Coirre,CHURCH ROAD,Headford,"06/5012, 12/1135",02/11/2012,01/11/2017,2,24,35,10,0,71,1,5,0,1,0,5,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,6,0,6,0,6,6,6,5,2,0,3,18/09/2017,No,,1,0
1179,Yes,Galway Co.,Garrai An Droichid,Killora,Craughwell,Jul-22,02/10/2012,01/10/2017,3,28,0,0,0,31,4,0,4,0,4,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,4,4,4,3,0,0,3,19/09/2017,No,,0,0
1191,No,Galway Co.,Lough Eala ,St Brigids Rd.,Portumna,Jan-85,07/06/2002,06/06/2007,32,16,8,0,0,56,0,0,0,0,0,3,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,01/08/2017,Yes,1,0,0
1195,yes,Galway Co.,Bothar na Sleibhe,Loughwell,Moycullen,71155,16/08/2012,15/08/2017,3,4,0,0,0,7,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,2,1,0,0,1,19/09/2017,No,,0,0
